Code,Municipio,Depto,Censo electoral,Participación/Total votos,Abstención,Ganador circunscripción nacional,Votos válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,MIRA,Partido Conservador,Partido de la U,Partido Liberal,Polo Democrático Alternativo,Opción Ciudadana,Voto en blanco (Nacional),Ganador circunscripción indígena,Votos válidos (Indígenas),AICO,ANIC,ASI,Asoc. Autoridades trad. y cabildos indígenas de Colombia,Cabildo Resg. de Calderas,Cabildo San Sebastián de los Lagos,Comunidad de Barrancon,Corp. Indígena Yanacona,Dignidades agropecuarias indígenas,MAIS,Multietnia Colombia,OPIAC,OPIC,Renovación étnica de Colombia,Voto en blanco (Indígenas),Votos válidos (todas las circunscripciones),Votos inválidos,Votos Nulos,Tarjetones No Marcados,%Participación,%Abstención,%Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%MIRA,%Partido Conservador,%Partido de la U,%Partido Liberal,%Polo Democrático Alternativo,%Opción Ciudadana,%Blancos (Nacional),%Válidos (Indígenas),%AICO,%ANIC,%ASI,%Asoc. Autoridades trad. y cabildos indígenas de Colombia,%Cabildo Resg. de Calderas,%Cabildo San Sebastián de los Lagos,%Comunidad de Barrancon,%Corp. Indígena Yanacona,%Dignidades agropecuarias indígenas,%MAIS,%Multietnia Colombia,%OPIAC,%OPIC,%Renovación étnica de Colombia,%Blancos (Indígenas),%Válidos (Todas las circunscripciones),%Votos inválidos,%Votos Nulos,%Tarjetones No Marcados
41298,Garzón,Huila,48784,23742,25042,Partido Conservador,18950,180,198,4181,534,6511,1355,3123,502,98,2268,Voto en Blanco,617,2,14,13,3,5,2,2,10,5,51,16,18,1,8,467,19567,4175,2031,2144,48.67,51.33,79.82,0.95,1.04,22.06,2.82,34.36,7.15,16.48,2.65,0.52,11.97,2.6,0.32,2.27,2.11,0.49,0.81,0.32,0.32,1.62,0.81,8.27,2.59,2.92,0.16,1.3,75.69,82.42,17.58,8.55,9.03
41306,Gigante,Huila,17776,7895,9881,Centro Democrático,6246,153,66,2453,339,632,572,1212,197,105,517,Voto en Blanco,184,1,9,29,1,6,1,3,,1,2,5,12,1,1,112,6430,1465,627,838,44.41,55.59,79.11,2.45,1.06,39.27,5.43,10.12,9.16,19.4,3.15,1.68,8.28,2.33,0.54,4.89,15.76,0.54,3.26,0.54,1.63,0,0.54,1.09,2.72,6.52,0.54,0.54,60.87,81.44,18.56,7.94,10.61
41319,Guadalupe,Huila,11503,5762,5741,Partido Conservador,4432,28,32,869,61,1550,976,565,81,85,185,Corp. Indígena Yanacona,149,4,6,2,6,6,4,4,49,1,5,5,13,1,2,41,4581,1181,389,792,50.09,49.91,76.92,0.63,0.72,19.61,1.38,34.97,22.02,12.75,1.83,1.92,4.17,2.59,2.68,4.03,1.34,4.03,4.03,2.68,2.68,32.89,0.67,3.36,3.36,8.72,0.67,1.34,27.52,79.5,20.5,6.75,13.75
41349,Hobo,Huila,5272,2322,2950,Centro Democrático,1802,85,13,462,44,236,271,403,60,73,155,Voto en Blanco,46,,1,,,1,1,,,,,,2,,1,40,1848,474,187,287,44.04,55.96,77.61,4.72,0.72,25.64,2.44,13.1,15.04,22.36,3.33,4.05,8.6,1.98,0,2.17,0,0,2.17,2.17,0,0,0,0,0,4.35,0,2.17,86.96,79.59,20.41,8.05,12.36
41357,Iquira,Huila,6495,3442,3053,Partido Liberal,2846,113,31,348,19,826,399,925,65,16,104,Voto en Blanco,60,2,1,2,,,1,1,1,1,15,5,7,6,1,17,2906,536,228,308,52.99,47.01,82.68,3.97,1.09,12.23,0.67,29.02,14.02,32.5,2.28,0.56,3.65,1.74,3.33,1.67,3.33,0,0,1.67,1.67,1.67,1.67,25,8.33,11.67,10,1.67,28.33,84.43,15.57,6.62,8.95
41359,Isnos,Huila,17020,8676,8344,Centro Democrático,5349,95,50,1624,145,1018,944,979,223,29,242,Corp. Indígena Yanacona,1489,5,15,2,25,8,2,17,1294,4,3,3,10,23,6,72,6838,1838,741,1097,50.98,49.02,61.65,1.78,0.93,30.36,2.71,19.03,17.65,18.3,4.17,0.54,4.52,17.16,0.34,1.01,0.13,1.68,0.54,0.13,1.14,86.9,0.27,0.2,0.2,0.67,1.54,0.4,4.84,78.82,21.18,8.54,12.64
41378,La Argentina,Huila,9331,4514,4817,Partido Conservador,3457,79,25,683,30,1024,640,671,163,25,117,MAIS,154,2,4,54,,3,1,,1,1,57,4,4,,3,20,3611,903,270,633,48.38,51.62,76.58,2.29,0.72,19.76,0.87,29.62,18.51,19.41,4.72,0.72,3.38,3.41,1.3,2.6,35.06,0,1.95,0.65,0,0.65,0.65,37.01,2.6,2.6,0,1.95,12.99,80,20,5.98,14.02
41396,La Plata,Huila,38106,17222,20884,Centro Democrático,13503,205,153,3883,249,3248,1818,2567,554,119,707,MAIS,526,9,13,24,1,8,,4,4,3,222,13,19,47,9,150,14029,3193,1309,1884,45.19,54.81,78.41,1.52,1.13,28.76,1.84,24.05,13.46,19.01,4.1,0.88,5.24,3.05,1.71,2.47,4.56,0.19,1.52,0,0.76,0.76,0.57,42.21,2.47,3.61,8.94,1.71,28.52,81.46,18.54,7.6,10.94
41483,Nátaga,Huila,4148,2262,1886,Partido Conservador,1706,6,13,393,4,653,281,255,35,9,57,MAIS,107,,1,,,,,4,1,,75,2,,20,1,3,1813,449,190,259,54.53,45.47,75.42,0.35,0.76,23.04,0.23,38.28,16.47,14.95,2.05,0.53,3.34,4.73,0,0.93,0,0,0,0,3.74,0.93,0,70.09,1.87,0,18.69,0.93,2.8,80.15,19.85,8.4,11.45
41503,Oporapa,Huila,6964,4095,2869,Centro Democrático,3295,21,16,1560,8,1073,315,124,69,12,97,Voto en Blanco,49,1,2,11,1,1,,,2,,1,4,3,,,23,3344,751,205,546,58.8,41.2,80.46,0.64,0.49,47.34,0.24,32.56,9.56,3.76,2.09,0.36,2.94,1.2,2.04,4.08,22.45,2.04,2.04,0,0,4.08,0,2.04,8.16,6.12,0,0,46.94,81.66,18.34,5.01,13.33
41518,Paicol,Huila,4469,2527,1942,Partido Conservador,2209,98,33,428,11,1258,111,148,46,11,65,Voto en Blanco,31,,1,2,,,1,,,1,4,,2,3,,17,2240,287,121,166,56.55,43.45,87.42,4.44,1.49,19.38,0.5,56.95,5.02,6.7,2.08,0.5,2.94,1.23,0,3.23,6.45,0,0,3.23,0,0,3.23,12.9,0,6.45,9.68,0,54.84,88.64,11.36,4.79,6.57
41524,Palermo,Huila,19838,9145,10693,Partido Conservador,7845,101,86,1457,261,3341,882,915,317,79,406,Voto en Blanco,142,2,5,6,1,1,,,2,,4,5,5,,,111,7987,1158,598,560,46.1,53.9,85.78,1.29,1.1,18.57,3.33,42.59,11.24,11.66,4.04,1.01,5.18,1.55,1.41,3.52,4.23,0.7,0.7,0,0,1.41,0,2.82,3.52,3.52,0,0,78.17,87.34,12.66,6.54,6.12
41530,Palestina,Huila,8021,4051,3970,Partido Conservador,3182,25,49,935,15,1034,92,800,70,25,137,Voto en Blanco,73,,3,6,2,2,1,,4,,7,4,4,,1,39,3255,796,272,524,50.5,49.5,78.55,0.79,1.54,29.38,0.47,32.5,2.89,25.14,2.2,0.79,4.31,1.8,0,4.11,8.22,2.74,2.74,1.37,0,5.48,0,9.59,5.48,5.48,0,1.37,53.42,80.35,19.65,6.71,12.94
41548,Pital,Huila,8829,4389,4440,Partido Conservador,3443,51,13,610,21,1148,309,940,144,20,187,Voto en Blanco,87,1,1,12,2,4,,3,13,1,,1,11,1,3,34,3530,859,392,467,49.71,50.29,78.45,1.48,0.38,17.72,0.61,33.34,8.97,27.3,4.18,0.58,5.43,1.98,1.15,1.15,13.79,2.3,4.6,0,3.45,14.94,1.15,0,1.15,12.64,1.15,3.45,39.08,80.43,19.57,8.93,10.64
41551,Pitalito,Huila,81463,36493,44970,Centro Democrático,29319,488,411,11570,746,5309,3126,4429,1207,253,1780,Voto en Blanco,646,43,13,34,5,9,5,19,69,3,51,26,30,2,11,326,29965,6528,3238,3290,44.8,55.2,80.34,1.66,1.4,39.46,2.54,18.11,10.66,15.11,4.12,0.86,6.07,1.77,6.66,2.01,5.26,0.77,1.39,0.77,2.94,10.68,0.46,7.89,4.02,4.64,0.31,1.7,50.46,82.11,17.89,8.87,9.02
41615,Rivera,Huila,15350,6866,8484,Partido Liberal,5793,65,70,827,291,1098,724,2247,157,57,257,Voto en Blanco,74,2,2,6,1,,,1,,,1,8,4,,,49,5867,999,653,346,44.73,55.27,84.37,1.12,1.21,14.28,5.02,18.95,12.5,38.79,2.71,0.98,4.44,1.08,2.7,2.7,8.11,1.35,0,0,1.35,0,0,1.35,10.81,5.41,0,0,66.22,85.45,14.55,9.51,5.04
41660,Saladoblanco,Huila,7851,4550,3301,Centro Democrático,3604,51,93,1429,9,531,1025,324,67,20,55,Voto en Blanco,21,4,5,1,,,1,,,,2,1,,,,7,3625,925,349,576,57.95,42.05,79.21,1.42,2.58,39.65,0.25,14.73,28.44,8.99,1.86,0.55,1.53,0.46,19.05,23.81,4.76,0,0,4.76,0,0,0,9.52,4.76,0,0,0,33.33,79.67,20.33,7.67,12.66
41668,San Agustín,Huila,22043,10371,11672,Centro Democrático,8022,252,135,2702,110,1183,1410,1624,246,36,324,Corp. Indígena Yanacona,375,8,7,14,6,5,3,4,206,3,19,5,29,3,3,60,8397,1974,778,1196,47.05,52.95,77.35,3.14,1.68,33.68,1.37,14.75,17.58,20.24,3.07,0.45,4.04,3.62,2.13,1.87,3.73,1.6,1.33,0.8,1.07,54.93,0.8,5.07,1.33,7.73,0.8,0.8,16,80.97,19.03,7.5,11.53
41676,Santa María,Huila,7514,3576,3938,Centro Democrático,3039,33,25,1375,10,1092,86,214,87,5,112,Voto en Blanco,38,2,2,3,,,,1,,,2,1,5,,8,14,3077,499,240,259,47.59,52.41,84.98,1.09,0.82,45.25,0.33,35.93,2.83,7.04,2.86,0.16,3.69,1.06,5.26,5.26,7.89,0,0,0,2.63,0,0,5.26,2.63,13.16,0,21.05,36.84,86.05,13.95,6.71,7.24
41770,Suaza,Huila,10776,5055,5721,Centro Democrático,3890,76,34,1040,79,966,466,824,159,76,170,Voto en Blanco,81,,5,5,,3,1,2,1,1,8,6,9,1,,39,3971,1084,340,744,46.91,53.09,76.95,1.95,0.87,26.74,2.03,24.83,11.98,21.18,4.09,1.95,4.37,1.6,0,6.17,6.17,0,3.7,1.23,2.47,1.23,1.23,9.88,7.41,11.11,1.23,0,48.15,78.56,21.44,6.73,14.72
41791,Tarqui,Huila,10999,6274,4725,Partido Conservador,5363,217,23,747,30,2133,621,1204,77,46,265,Voto en Blanco,79,1,3,1,,1,,2,1,1,1,3,3,,2,60,5442,832,398,434,57.04,42.96,85.48,4.05,0.43,13.93,0.56,39.77,11.58,22.45,1.44,0.86,4.94,1.26,1.27,3.8,1.27,0,1.27,0,2.53,1.27,1.27,1.27,3.8,3.8,0,2.53,75.95,86.74,13.26,6.34,6.92
41797,Tesalia,Huila,7464,3740,3724,Partido Conservador,3075,21,58,888,10,1121,373,296,103,33,172,Voto en Blanco,48,,2,2,,1,,1,,1,1,2,4,,,34,3123,617,306,311,50.11,49.89,82.22,0.68,1.89,28.88,0.33,36.46,12.13,9.63,3.35,1.07,5.59,1.28,0,4.17,4.17,0,2.08,0,2.08,0,2.08,2.08,4.17,8.33,0,0,70.83,83.5,16.5,8.18,8.32
41799,Tello,Huila,10455,4321,6134,Partido Liberal,3630,38,35,579,273,538,646,1186,99,135,101,Voto en Blanco,51,2,1,1,,,1,1,,1,5,4,5,,2,28,3681,640,263,377,41.33,58.67,84.01,1.05,0.96,15.95,7.52,14.82,17.8,32.67,2.73,3.72,2.78,1.18,3.92,1.96,1.96,0,0,1.96,1.96,0,1.96,9.8,7.84,9.8,0,3.92,54.9,85.19,14.81,6.09,8.72
41801,Teruel,Huila,6248,3178,3070,Partido Conservador,2760,8,17,810,167,1032,121,446,58,27,74,Voto en Blanco,31,,1,4,1,1,,1,,,,3,2,,1,17,2791,387,187,200,50.86,49.14,86.85,0.29,0.62,29.35,6.05,37.39,4.38,16.16,2.1,0.98,2.68,0.98,0,3.23,12.9,3.23,3.23,0,3.23,0,0,0,9.68,6.45,0,3.23,54.84,87.82,12.18,5.88,6.29
41807,Timaná,Huila,14404,7308,7096,Centro Democrático,5973,72,346,2183,99,1041,858,1015,87,21,251,Voto en Blanco,137,5,5,18,2,5,19,2,4,1,2,8,15,,,51,6110,1198,482,716,50.74,49.26,81.73,1.21,5.79,36.55,1.66,17.43,14.36,16.99,1.46,0.35,4.2,1.87,3.65,3.65,13.14,1.46,3.65,13.87,1.46,2.92,0.73,1.46,5.84,10.95,0,0,37.23,83.61,16.39,6.6,9.8
41872,Villavieja,Huila,6433,3620,2813,Partido Conservador,3085,24,481,197,17,867,642,650,104,16,87,Voto en Blanco,30,,,2,1,,,2,2,1,7,2,,,,13,3115,505,267,238,56.27,43.73,85.22,0.78,15.59,6.39,0.55,28.1,20.81,21.07,3.37,0.52,2.82,0.83,0,0,6.67,3.33,0,0,6.67,6.67,3.33,23.33,6.67,0,0,0,43.33,86.05,13.95,7.38,6.57
41885,Yaguará,Huila,6562,2686,3876,Partido Conservador,2179,37,27,451,23,688,260,389,91,7,206,Voto en Blanco,87,,2,8,,,,,,,,1,1,,,75,2266,420,264,156,40.93,59.07,81.12,1.7,1.24,20.7,1.06,31.57,11.93,17.85,4.18,0.32,9.45,3.24,0,2.3,9.2,0,0,0,0,0,0,0,1.15,1.15,0,0,86.21,84.36,15.64,9.83,5.81
44001,Riohacha,La Guajira,100746,48231,52515,Cambio Radical,40338,4376,10388,2600,300,5938,9639,4739,773,763,822,ASI,1851,244,31,773,3,18,8,101,2,6,295,55,54,6,17,238,42189,6042,3878,2164,47.87,52.13,83.64,10.85,25.75,6.45,0.74,14.72,23.9,11.75,1.92,1.89,2.04,3.84,13.18,1.67,41.76,0.16,0.97,0.43,5.46,0.11,0.32,15.94,2.97,2.92,0.32,0.92,12.86,87.47,12.53,8.04,4.49
44035,Albania,La Guajira,14998,7386,7612,Partido de la U,5629,176,621,251,22,1891,2166,275,79,46,102,MAIS,443,51,2,53,1,2,2,21,,,236,6,6,1,1,61,6072,1314,756,558,49.25,50.75,76.21,3.13,11.03,4.46,0.39,33.59,38.48,4.89,1.4,0.82,1.81,6,11.51,0.45,11.96,0.23,0.45,0.45,4.74,0,0,53.27,1.35,1.35,0.23,0.23,13.77,82.21,17.79,10.24,7.55
44078,Barrancas,La Guajira,22785,11459,11326,Partido de la U,8830,262,1724,206,5,1840,3659,902,100,40,92,Comunidad de Barrancon,1372,46,2,14,2,5,,1000,,2,188,10,25,1,4,73,10202,1257,893,364,50.29,49.71,77.06,2.97,19.52,2.33,0.06,20.84,41.44,10.22,1.13,0.45,1.04,11.97,3.35,0.15,1.02,0.15,0.36,0,72.89,0,0.15,13.7,0.73,1.82,0.07,0.29,5.32,89.03,10.97,7.79,3.18
44090,Dibulla,La Guajira,19394,9704,9690,Cambio Radical,8105,296,2547,197,38,1560,2411,598,111,275,72,ASI,132,29,4,47,,1,,2,,,13,7,7,,6,16,8237,1467,1018,449,50.04,49.96,83.52,3.65,31.43,2.43,0.47,19.25,29.75,7.38,1.37,3.39,0.89,1.36,21.97,3.03,35.61,0,0.76,0,1.52,0,0,9.85,5.3,5.3,0,4.55,12.12,84.88,15.12,10.49,4.63
44098,Distracción,La Guajira,7554,4474,3080,Partido de la U,4069,131,665,74,2,511,2260,301,48,57,20,AICO,60,15,,4,,,,5,,,12,,11,,,13,4129,345,221,124,59.23,40.77,90.95,3.22,16.34,1.82,0.05,12.56,55.54,7.4,1.18,1.4,0.49,1.34,25,0,6.67,0,0,0,8.33,0,0,20,0,18.33,0,0,21.67,92.29,7.71,4.94,2.77
44110,El Molino,La Guajira,6235,3989,2246,Partido de la U,3685,75,863,83,1,183,2252,124,23,51,30,ASI,25,6,,11,,,,,,1,1,2,2,,,2,3710,279,224,55,63.98,36.02,92.38,2.04,23.42,2.25,0.03,4.97,61.11,3.36,0.62,1.38,0.81,0.63,24,0,44,0,0,0,0,0,4,4,8,8,0,0,8,93.01,6.99,5.62,1.38
44279,Fonseca,La Guajira,23593,12577,11016,Cambio Radical,11040,272,4857,385,3,1894,2898,331,149,122,129,MAIS,320,20,2,23,,3,1,28,,,197,4,7,3,4,28,11360,1217,876,341,53.31,46.69,87.78,2.46,43.99,3.49,0.03,17.16,26.25,3,1.35,1.11,1.17,2.54,6.25,0.63,7.19,0,0.94,0.31,8.75,0,0,61.56,1.25,2.19,0.94,1.25,8.75,90.32,9.68,6.97,2.71
44378,Hatonuevo,La Guajira,12674,7222,5452,Partido de la U,6126,293,1618,155,8,625,2847,382,84,35,79,MAIS,189,17,1,9,3,1,1,27,,,58,31,3,,5,33,6315,907,525,382,56.98,43.02,84.82,4.78,26.41,2.53,0.13,10.2,46.47,6.24,1.37,0.57,1.29,2.62,8.99,0.53,4.76,1.59,0.53,0.53,14.29,0,0,30.69,16.4,1.59,0,2.65,17.46,87.44,12.56,7.27,5.29
44420,La Jagua del Pilar,La Guajira,3600,2344,1256,Partido de la U,2079,60,208,64,2,102,1500,95,19,13,16,AICO,19,7,,1,,2,,4,,,2,1,,,,2,2098,246,176,70,65.11,34.89,88.69,2.89,10,3.08,0.1,4.91,72.15,4.57,0.91,0.63,0.77,0.81,36.84,0,5.26,0,10.53,0,21.05,0,0,10.53,5.26,0,0,0,10.53,89.51,10.49,7.51,2.99
44430,Maicao,La Guajira,109736,42298,67438,Cambio Radical,33512,897,8384,3021,240,7580,6785,4526,652,743,684,AICO,1229,270,26,131,6,18,2,199,3,6,212,62,31,6,20,237,34741,7557,3632,3925,38.55,61.45,79.23,2.68,25.02,9.01,0.72,22.62,20.25,13.51,1.95,2.22,2.04,2.91,21.97,2.12,10.66,0.49,1.46,0.16,16.19,0.24,0.49,17.25,5.04,2.52,0.49,1.63,19.28,82.13,17.87,8.59,9.28
44560,Manaure,La Guajira,49868,18683,31185,Partido Conservador,13931,591,3361,266,57,4917,3588,726,163,177,85,Multietnia Colombia,804,104,13,59,4,8,2,40,,2,232,299,8,1,14,18,14735,3948,1932,2016,37.46,62.54,74.57,4.24,24.13,1.91,0.41,35.3,25.76,5.21,1.17,1.27,0.61,4.3,12.94,1.62,7.34,0.5,1,0.25,4.98,0,0.25,28.86,37.19,1,0.12,1.74,2.24,78.87,21.13,10.34,10.79
44650,San Juan del Cesar,La Guajira,29237,14030,15207,Partido de la U,12503,446,3649,1140,6,1337,4784,749,146,97,149,MAIS,308,91,3,13,,,1,2,1,3,123,35,8,,1,27,12811,1219,808,411,47.99,52.01,89.12,3.57,29.18,9.12,0.05,10.69,38.26,5.99,1.17,0.78,1.19,2.2,29.55,0.97,4.22,0,0,0.32,0.65,0.32,0.97,39.94,11.36,2.6,0,0.32,8.77,91.31,8.69,5.76,2.93
44847,Uribia,La Guajira,86453,20907,65546,Partido de la U,14235,324,2112,310,15,963,9136,887,142,134,212,MAIS,1759,448,34,199,15,21,3,16,5,13,548,291,35,4,15,112,15994,4913,2412,2501,24.18,75.82,68.09,2.28,14.84,2.18,0.11,6.77,64.18,6.23,1,0.94,1.49,8.41,25.47,1.93,11.31,0.85,1.19,0.17,0.91,0.28,0.74,31.15,16.54,1.99,0.23,0.85,6.37,76.5,23.5,11.54,11.96
44855,Urumita,La Guajira,7591,4893,2698,Partido de la U,4509,198,594,185,9,966,2255,209,47,22,24,AICO,41,16,1,3,1,1,,1,,,4,2,1,,,11,4550,343,237,106,64.46,35.54,92.15,4.39,13.17,4.1,0.2,21.42,50.01,4.64,1.04,0.49,0.53,0.84,39.02,2.44,7.32,2.44,2.44,0,2.44,0,0,9.76,4.88,2.44,0,0,26.83,92.99,7.01,4.84,2.17
44874,Villanueva,La Guajira,16756,9006,7750,Partido de la U,8072,271,1681,962,9,586,3499,759,138,81,86,Voto en Blanco,74,12,1,2,,2,,4,,5,9,2,,,3,34,8146,860,572,288,53.75,46.25,89.63,3.36,20.83,11.92,0.11,7.26,43.35,9.4,1.71,1,1.07,0.82,16.22,1.35,2.7,0,2.7,0,5.41,0,6.76,12.16,2.7,0,0,4.05,45.95,90.45,9.55,6.35,3.2
47001,Santa Marta,Magdalena,295397,131138,164259,Partido Conservador,105754,4766,12553,14858,2281,19877,16855,19249,4914,5222,5179,Voto en Blanco,1885,33,50,193,9,34,5,14,8,6,198,161,95,7,47,1025,107639,23499,16211,7288,44.39,55.61,80.64,4.51,11.87,14.05,2.16,18.8,15.94,18.2,4.65,4.94,4.9,1.44,1.75,2.65,10.24,0.48,1.8,0.27,0.74,0.42,0.32,10.5,8.54,5.04,0.37,2.49,54.38,82.08,17.92,12.36,5.56
47030,Algarrobo,Magdalena,8898,4798,4100,Partido de la U,3834,35,766,205,31,302,1679,617,22,81,96,Voto en Blanco,14,,,3,,,,,,,1,,,,,10,3848,950,425,525,53.92,46.08,79.91,0.91,19.98,5.35,0.81,7.88,43.79,16.09,0.57,2.11,2.5,0.29,0,0,21.43,0,0,0,0,0,0,7.14,0,0,0,0,71.43,80.2,19.8,8.86,10.94
47053,Aracataca,Magdalena,26874,14120,12754,Cambio Radical,12355,122,3215,773,99,2683,2350,2180,120,703,110,Voto en Blanco,45,1,3,7,1,4,,,,,1,2,1,1,1,23,12400,1720,879,841,52.54,47.46,87.5,0.99,26.02,6.26,0.8,21.72,19.02,17.64,0.97,5.69,0.89,0.32,2.22,6.67,15.56,2.22,8.89,0,0,0,0,2.22,4.44,2.22,2.22,2.22,51.11,87.82,12.18,6.23,5.96
47058,Ariguaní,Magdalena,20748,11219,9529,Partido Liberal,8822,245,838,1126,11,1535,1491,2924,190,251,211,Voto en Blanco,73,2,5,3,1,5,1,5,2,2,3,13,,1,7,23,8895,2324,1314,1010,54.07,45.93,78.63,2.78,9.5,12.76,0.12,17.4,16.9,33.14,2.15,2.85,2.39,0.65,2.74,6.85,4.11,1.37,6.85,1.37,6.85,2.74,2.74,4.11,17.81,0,1.37,9.59,31.51,79.29,20.71,11.71,9
47161,Cerro San Antonio,Magdalena,7916,4940,2976,Partido de la U,4445,22,307,28,2,185,2463,1286,15,128,9,Empate,3,,1,,,1,,,,,,,1,,,0,4448,492,354,138,62.41,37.59,89.98,0.49,6.91,0.63,0.04,4.16,55.41,28.93,0.34,2.88,0.2,0.06,0,33.33,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,90.04,9.96,7.17,2.79
47170,Chivolo,Magdalena,12193,7830,4363,Partido de la U,6633,102,905,203,4,1440,2952,650,126,211,40,Voto en Blanco,32,,3,3,,3,1,,,,3,1,1,,2,15,6665,1165,625,540,64.22,35.78,84.71,1.54,13.64,3.06,0.06,21.71,44.5,9.8,1.9,3.18,0.6,0.41,0,9.38,9.38,0,9.38,3.13,0,0,0,9.38,3.13,3.13,0,6.25,46.88,85.12,14.88,7.98,6.9
47189,Ciénaga,Magdalena,75668,36949,38719,Partido de la U,30209,844,5561,3098,657,4422,9347,3905,644,964,767,Voto en Blanco,265,3,14,34,3,9,,2,1,1,14,4,11,2,7,160,30474,6475,3692,2783,48.83,51.17,81.76,2.79,18.41,10.26,2.17,14.64,30.94,12.93,2.13,3.19,2.54,0.72,1.13,5.28,12.83,1.13,3.4,0,0.75,0.38,0.38,5.28,1.51,4.15,0.75,2.64,60.38,82.48,17.52,9.99,7.53
47205,Concordia,Magdalena,10181,6519,3662,Partido de la U,5834,19,790,58,1,979,2650,1204,25,96,12,Empate,8,,1,,,,,,,,2,1,,2,2,0,5842,677,492,185,64.03,35.97,89.49,0.33,13.54,0.99,0.02,16.78,45.42,20.64,0.43,1.65,0.21,0.12,0,12.5,0,0,0,0,0,0,0,25,12.5,0,25,25,0,89.61,10.39,7.55,2.84
47245,El Banco,Magdalena,43896,23214,20682,Partido de la U,20323,216,5182,1036,156,2487,6525,1950,246,2368,157,Voto en Blanco,91,6,2,19,1,8,2,3,1,1,1,2,3,,3,39,20414,2800,1456,1344,52.88,47.12,87.55,1.06,25.5,5.1,0.77,12.24,32.11,9.6,1.21,11.65,0.77,0.39,6.59,2.2,20.88,1.1,8.79,2.2,3.3,1.1,1.1,1.1,2.2,3.3,0,3.3,42.86,87.94,12.06,6.27,5.79
47258,El Piñon,Magdalena,12483,7719,4764,Partido de la U,6605,47,633,34,42,835,3256,446,49,1220,43,Voto en Blanco,11,1,1,1,,,,2,,,1,,1,1,,3,6616,1103,692,411,61.84,38.16,85.57,0.71,9.58,0.51,0.64,12.64,49.3,6.75,0.74,18.47,0.65,0.14,9.09,9.09,9.09,0,0,0,18.18,0,0,9.09,0,9.09,9.09,0,27.27,85.71,14.29,8.96,5.32
47268,El Retén,Magdalena,11599,6237,5362,Partido de la U,5789,37,788,243,27,977,2623,881,57,123,33,Voto en Blanco,21,1,2,5,,1,,,1,1,2,,,,2,6,5810,427,43,384,53.77,46.23,92.82,0.64,13.61,4.2,0.47,16.88,45.31,15.22,0.98,2.12,0.57,0.34,4.76,9.52,23.81,0,4.76,0,0,4.76,4.76,9.52,0,0,0,9.52,28.57,93.15,6.85,0.69,6.16
47288,Fundación,Magdalena,47442,21365,26077,Partido de la U,18510,263,4483,3034,486,2353,4502,2254,174,619,342,Voto en Blanco,149,3,5,24,,3,3,5,,,20,9,1,1,5,70,18659,2706,1660,1046,45.03,54.97,86.64,1.42,24.22,16.39,2.63,12.71,24.32,12.18,0.94,3.34,1.85,0.7,2.01,3.36,16.11,0,2.01,2.01,3.36,0,0,13.42,6.04,0.67,0.67,3.36,46.98,87.33,12.67,7.77,4.9
47318,Guamal,Magdalena,21396,9457,11939,Partido de la U,8249,133,474,122,8,1455,5050,710,57,183,57,Voto en Blanco,29,5,1,1,,2,,6,2,,2,1,,,,9,8278,1179,752,427,44.2,55.8,87.23,1.61,5.75,1.48,0.1,17.64,61.22,8.61,0.69,2.22,0.69,0.31,17.24,3.45,3.45,0,6.9,0,20.69,6.9,0,6.9,3.45,0,0,0,31.03,87.53,12.47,7.95,4.52
47460,Nueva Granada,Magdalena,13496,7832,5664,Partido de la U,6758,66,1205,209,6,507,4136,484,36,72,37,OPIAC,24,1,3,1,1,4,,,,,3,2,5,,,4,6782,1050,719,331,58.03,41.97,86.29,0.98,17.83,3.09,0.09,7.5,61.2,7.16,0.53,1.07,0.55,0.31,4.17,12.5,4.17,4.17,16.67,0,0,0,0,12.5,8.33,20.83,0,0,16.67,86.59,13.41,9.18,4.23
47541,Pedraza,Magdalena,8428,5809,2619,Partido de la U,5100,32,427,113,10,664,2435,1280,15,118,6,ASI,4,1,,2,,,,,,,,,,,,1,5104,705,531,174,68.93,31.07,87.79,0.63,8.37,2.22,0.2,13.02,47.75,25.1,0.29,2.31,0.12,0.07,25,0,50,0,0,0,0,0,0,0,0,0,0,0,25,87.86,12.14,9.14,3
47545,Pijiño del Carmen,Magdalena,7575,4391,3184,Partido Conservador,3747,50,892,75,4,1467,700,458,30,46,25,Voto en Blanco,22,,4,2,,2,,1,1,,1,1,,,,10,3769,622,253,369,57.97,42.03,85.33,1.33,23.81,2,0.11,39.15,18.68,12.22,0.8,1.23,0.67,0.5,0,18.18,9.09,0,9.09,0,4.55,4.55,0,4.55,4.55,0,0,0,45.45,85.83,14.17,5.76,8.4
47551,Pivijay,Magdalena,27638,14780,12858,Partido de la U,12551,191,1643,195,535,1290,6696,977,129,741,154,Voto en Blanco,85,10,7,8,1,2,,1,,1,7,6,2,2,3,35,12636,2144,1456,688,53.48,46.52,84.92,1.52,13.09,1.55,4.26,10.28,53.35,7.78,1.03,5.9,1.23,0.58,11.76,8.24,9.41,1.18,2.35,0,1.18,0,1.18,8.24,7.06,2.35,2.35,3.53,41.18,85.49,14.51,9.85,4.65
