Code,Municipio,Depto,Censo electoral,Participación/Total votos,Abstención,Ganador circunscripción nacional,Votos válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,MIRA,Partido Conservador,Partido de la U,Partido Liberal,Polo Democrático Alternativo,Opción Ciudadana,Voto en blanco (Nacional),Ganador circunscripción indígena,Votos válidos (Indígenas),AICO,ANIC,ASI,Asoc. Autoridades trad. y cabildos indígenas de Colombia,Cabildo Resg. de Calderas,Cabildo San Sebastián de los Lagos,Comunidad de Barrancon,Corp. Indígena Yanacona,Dignidades agropecuarias indígenas,MAIS,Multietnia Colombia,OPIAC,OPIC,Renovación étnica de Colombia,Voto en blanco (Indígenas),Votos válidos (todas las circunscripciones),Votos inválidos,Votos Nulos,Tarjetones No Marcados,%Participación,%Abstención,%Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%MIRA,%Partido Conservador,%Partido de la U,%Partido Liberal,%Polo Democrático Alternativo,%Opción Ciudadana,%Blancos (Nacional),%Válidos (Indígenas),%AICO,%ANIC,%ASI,%Asoc. Autoridades trad. y cabildos indígenas de Colombia,%Cabildo Resg. de Calderas,%Cabildo San Sebastián de los Lagos,%Comunidad de Barrancon,%Corp. Indígena Yanacona,%Dignidades agropecuarias indígenas,%MAIS,%Multietnia Colombia,%OPIAC,%OPIC,%Renovación étnica de Colombia,%Blancos (Indígenas),%Válidos (Todas las circunscripciones),%Votos inválidos,%Votos Nulos,%Tarjetones No Marcados
68872,Villanueva,Santander,6171,3407,2764,Opción Ciudadana,3143,25,739,203,2,443,166,110,111,1225,119,Voto en Blanco,27,1,,3,,,,,,,2,3,2,,3,13,3170,237,128,109,55.21,44.79,92.25,0.8,23.51,6.46,0.06,14.09,5.28,3.5,3.53,38.98,3.79,0.79,3.7,0,11.11,0,0,0,0,0,0,7.41,11.11,7.41,0,11.11,48.15,93.04,6.96,3.76,3.2
68895,Zapatoca,Santander,7052,2842,4210,Opción Ciudadana,2352,25,157,334,7,262,125,495,85,695,167,Voto en Blanco,39,1,2,1,,,,1,,1,1,1,2,,,29,2391,451,243,208,40.3,59.7,82.76,1.06,6.68,14.2,0.3,11.14,5.31,21.05,3.61,29.55,7.1,1.37,2.56,5.13,2.56,0,0,0,2.56,0,2.56,2.56,2.56,5.13,0,0,74.36,84.13,15.87,8.55,7.32
70001,Sincelejo,Sucre,184043,119613,64430,Opción Ciudadana,98539,1639,6514,12782,688,9649,20280,19727,3051,21308,2901,Voto en Blanco,1141,19,27,83,19,72,7,27,19,4,129,37,17,16,41,624,99680,19933,11898,8035,64.99,35.01,82.38,1.66,6.61,12.97,0.7,9.79,20.58,20.02,3.1,21.62,2.94,0.95,1.67,2.37,7.27,1.67,6.31,0.61,2.37,1.67,0.35,11.31,3.24,1.49,1.4,3.59,54.69,83.34,16.66,9.95,6.72
70110,Buenavista,Sucre,9167,6025,3142,Opción Ciudadana,5461,66,272,282,6,1334,1029,448,68,1926,30,Voto en Blanco,18,,3,2,,1,,1,1,,3,,,,2,5,5479,546,289,257,65.72,34.28,90.64,1.21,4.98,5.16,0.11,24.43,18.84,8.2,1.25,35.27,0.55,0.3,0,16.67,11.11,0,5.56,0,5.56,5.56,0,16.67,0,0,0,11.11,27.78,90.94,9.06,4.8,4.27
70124,Caimito,Sucre,8307,6185,2122,Partido de la U,5384,38,1354,70,1,897,2020,295,39,646,24,Voto en Blanco,17,2,1,3,1,2,,2,,,,1,,,1,4,5401,784,507,277,74.46,25.54,87.05,0.71,25.15,1.3,0.02,16.66,37.52,5.48,0.72,12,0.45,0.27,11.76,5.88,17.65,5.88,11.76,0,11.76,0,0,0,5.88,0,0,5.88,23.53,87.32,12.68,8.2,4.48
70204,Coloso,Sucre,6328,4435,1893,Opción Ciudadana,3798,34,1135,267,10,240,603,166,44,1280,19,Cabildo Resg. de Calderas,20,,1,3,1,8,,,,1,3,,,,,3,3818,617,184,433,70.09,29.91,85.64,0.9,29.88,7.03,0.26,6.32,15.88,4.37,1.16,33.7,0.5,0.45,0,5,15,5,40,0,0,0,5,15,0,0,0,0,15,86.09,13.91,4.15,9.76
70215,Corozal,Sucre,44061,28238,15823,Partido de la U,24850,349,1845,1718,54,4762,6461,2624,499,6205,333,Voto en Blanco,129,2,4,11,2,10,,4,2,,6,6,2,,7,73,24979,3259,2055,1204,64.09,35.91,88,1.4,7.42,6.91,0.22,19.16,26,10.56,2.01,24.97,1.34,0.46,1.55,3.1,8.53,1.55,7.75,0,3.1,1.55,0,4.65,4.65,1.55,0,5.43,56.59,88.46,11.54,7.28,4.26
70221,Coveñas,Sucre,9566,7234,2332,Partido Conservador,6006,46,215,249,14,3927,735,376,53,289,102,Voto en Blanco,80,2,,2,,2,,,,1,5,2,2,,1,63,6086,1148,617,531,75.62,24.38,83.02,0.77,3.58,4.15,0.23,65.38,12.24,6.26,0.88,4.81,1.7,1.11,2.5,0,2.5,0,2.5,0,0,0,1.25,6.25,2.5,2.5,0,1.25,78.75,84.13,15.87,8.53,7.34
70230,Chalán,Sucre,4329,3063,1266,Opción Ciudadana,2480,19,560,193,3,282,368,408,27,605,15,Renovación étnica de Colombia,19,1,,2,1,3,,,,,2,1,,,5,4,2499,564,166,398,70.76,29.24,80.97,0.77,22.58,7.78,0.12,11.37,14.84,16.45,1.09,24.4,0.6,0.62,5.26,0,10.53,5.26,15.79,0,0,0,0,10.53,5.26,0,0,26.32,21.05,81.59,18.41,5.42,12.99
70233,El Roble,Sucre,7441,5321,2120,Opción Ciudadana,4729,24,1293,64,1,268,1155,293,32,1574,25,Empate,9,,1,2,1,2,,,,,,,,,2,1,4738,583,324,259,71.51,28.49,88.87,0.51,27.34,1.35,0.02,5.67,24.42,6.2,0.68,33.28,0.53,0.17,0,11.11,22.22,11.11,22.22,0,0,0,0,0,0,0,0,22.22,11.11,89.04,10.96,6.09,4.87
70235,Galeras,Sucre,14496,10457,4039,Opción Ciudadana,9598,73,323,408,12,276,2449,1012,92,4882,71,Voto en Blanco,14,1,1,,,3,,,,,,,1,,3,5,9612,845,547,298,72.14,27.86,91.79,0.76,3.37,4.25,0.13,2.88,25.52,10.54,0.96,50.86,0.74,0.13,7.14,7.14,0,0,21.43,0,0,0,0,0,0,7.14,0,21.43,35.71,91.92,8.08,5.23,2.85
70265,Guaranda,Sucre,11958,7705,4253,Partido de la U,6969,45,151,317,12,474,3130,830,52,1942,16,Voto en Blanco,12,1,1,1,,,,2,,,,3,,,,4,6981,724,486,238,64.43,35.57,90.45,0.65,2.17,4.55,0.17,6.8,44.91,11.91,0.75,27.87,0.23,0.16,8.33,8.33,8.33,0,0,0,16.67,0,0,0,25,0,0,0,33.33,90.6,9.4,6.31,3.09
70400,La Unión,Sucre,9087,6407,2680,Opción Ciudadana,5839,24,348,90,5,690,1678,215,68,2691,30,ASI,34,3,2,8,,,,,2,2,4,4,1,,2,6,5873,534,273,261,70.51,29.49,91.13,0.41,5.96,1.54,0.09,11.82,28.74,3.68,1.16,46.09,0.51,0.53,8.82,5.88,23.53,0,0,0,0,5.88,5.88,11.76,11.76,2.94,0,5.88,17.65,91.67,8.33,4.26,4.07
70418,Los Palmitos,Sucre,16464,12714,3750,Opción Ciudadana,11689,87,297,238,13,3387,1791,296,161,5358,61,Voto en Blanco,19,,1,1,1,4,,,,,,,,,2,10,11708,1006,569,437,77.22,22.78,91.94,0.74,2.54,2.04,0.11,28.98,15.32,2.53,1.38,45.84,0.52,0.15,0,5.26,5.26,5.26,21.05,0,0,0,0,0,0,0,0,10.53,52.63,92.09,7.91,4.48,3.44
70429,Majagual,Sucre,24962,16438,8524,Opción Ciudadana,15131,65,1335,612,8,1096,5287,673,134,5839,82,Empate,32,,1,5,,3,,,1,1,6,2,1,,6,6,15163,1275,719,556,65.85,34.15,92.05,0.43,8.82,4.04,0.05,7.24,34.94,4.45,0.89,38.59,0.54,0.19,0,3.13,15.63,0,9.38,0,0,3.13,3.13,18.75,6.25,3.13,0,18.75,18.75,92.24,7.76,4.37,3.38
70473,Morroa,Sucre,11910,8514,3396,Opción Ciudadana,7467,105,955,381,13,1157,1165,300,83,3259,49,Voto en Blanco,24,,,2,,1,,,,,,1,1,1,6,12,7491,1023,753,270,71.49,28.51,87.7,1.41,12.79,5.1,0.17,15.49,15.6,4.02,1.11,43.65,0.66,0.28,0,0,8.33,0,4.17,0,0,0,0,0,4.17,4.17,4.17,25,50,87.98,12.02,8.84,3.17
70508,Ovejas,Sucre,19355,13758,5597,Opción Ciudadana,11922,127,471,362,21,823,2193,2873,221,4777,54,ASI,70,3,4,29,,2,,,,1,3,7,2,2,5,12,11992,1766,1256,510,71.08,28.92,86.66,1.07,3.95,3.04,0.18,6.9,18.39,24.1,1.85,40.07,0.45,0.51,4.29,5.71,41.43,0,2.86,0,0,0,1.43,4.29,10,2.86,2.86,7.14,17.14,87.16,12.84,9.13,3.71
70523,Palmito,Sucre,9110,6642,2468,Opción Ciudadana,5732,17,1087,108,5,1763,443,105,50,2136,18,MAIS,23,,1,3,2,1,,1,1,,4,1,2,1,3,3,5755,887,532,355,72.91,27.09,86.3,0.3,18.96,1.88,0.09,30.76,7.73,1.83,0.87,37.26,0.31,0.35,0,4.35,13.04,8.7,4.35,0,4.35,4.35,0,17.39,4.35,8.7,4.35,13.04,13.04,86.65,13.35,8.01,5.34
70670,Sampués,Sucre,28924,21746,7178,Partido de la U,18880,99,3236,692,63,1869,6019,1837,198,4737,130,MAIS,242,1,2,29,,7,,,,,170,5,2,2,3,21,19122,2624,1554,1070,75.18,24.82,86.82,0.52,17.14,3.67,0.33,9.9,31.88,9.73,1.05,25.09,0.69,1.11,0.41,0.83,11.98,0,2.89,0,0,0,0,70.25,2.07,0.83,0.83,1.24,8.68,87.93,12.07,7.15,4.92
70678,San Benito Abad,Sucre,17776,12621,5155,Opción Ciudadana,11343,52,1074,231,5,2707,1748,769,158,4563,36,Voto en Blanco,16,,1,2,1,,,,,,2,3,,,1,6,11359,1262,698,564,71,29,89.87,0.46,9.47,2.04,0.04,23.86,15.41,6.78,1.39,40.23,0.32,0.13,0,6.25,12.5,6.25,0,0,0,0,0,12.5,18.75,0,0,6.25,37.5,90,10,5.53,4.47
70702,San Juan de Betulia,Sucre,10778,8130,2648,Partido de la U,7464,67,414,292,3,1399,2597,1085,79,1487,41,Voto en Blanco,31,1,3,2,,5,,1,2,,1,1,,,1,14,7495,635,410,225,75.43,24.57,91.81,0.9,5.55,3.91,0.04,18.74,34.79,14.54,1.06,19.92,0.55,0.38,3.23,9.68,6.45,0,16.13,0,3.23,6.45,0,3.23,3.23,0,0,3.23,45.16,92.19,7.81,5.04,2.77
70708,San Marcos,Sucre,39604,23922,15682,Partido de la U,20174,187,3141,1770,28,2469,6308,791,214,5125,141,ASI,192,1,3,130,,5,1,5,,,5,3,1,1,6,31,20366,3556,2349,1207,60.4,39.6,84.33,0.93,15.57,8.77,0.14,12.24,31.27,3.92,1.06,25.4,0.7,0.8,0.52,1.56,67.71,0,2.6,0.52,2.6,0,0,2.6,1.56,0.52,0.52,3.13,16.15,85.14,14.86,9.82,5.05
70713,San Onofre,Sucre,39339,21300,18039,Partido Conservador,17443,204,2631,271,80,5169,3249,1856,372,3461,150,Voto en Blanco,82,,,4,5,19,,,1,1,11,4,6,2,8,21,17525,3775,2031,1744,54.14,45.86,81.89,1.17,15.08,1.55,0.46,29.63,18.63,10.64,2.13,19.84,0.86,0.38,0,0,4.88,6.1,23.17,0,0,1.22,1.22,13.41,4.88,7.32,2.44,9.76,25.61,82.28,17.72,9.54,8.19
70717,San Pedro,Sucre,15584,10692,4892,Opción Ciudadana,9300,142,646,470,35,1051,1190,937,114,4565,150,Voto en Blanco,72,1,,9,,3,,1,,,4,1,2,4,2,45,9372,1320,883,437,68.61,31.39,86.98,1.53,6.95,5.05,0.38,11.3,12.8,10.08,1.23,49.09,1.61,0.67,1.39,0,12.5,0,4.17,0,1.39,0,0,5.56,1.39,2.78,5.56,2.78,62.5,87.65,12.35,8.26,4.09
70742,San Luis de Sincé,Sucre,24672,15969,8703,Partido Liberal,14145,166,601,880,20,1581,4047,4256,143,2280,171,Voto en Blanco,60,1,,7,3,6,1,,2,,5,1,2,,3,29,14205,1764,1113,651,64.73,35.27,88.58,1.17,4.25,6.22,0.14,11.18,28.61,30.09,1.01,16.12,1.21,0.38,1.67,0,11.67,5,10,1.67,0,3.33,0,8.33,1.67,3.33,0,5,48.33,88.95,11.05,6.97,4.08
70771,Sucre,Sucre,19782,13025,6757,Partido de la U,11772,44,1011,106,6,3219,3949,866,92,2460,19,Multietnia Colombia,15,,2,2,,1,2,1,,,,4,,2,,1,11787,1238,815,423,65.84,34.16,90.38,0.37,8.59,0.9,0.05,27.34,33.55,7.36,0.78,20.9,0.16,0.12,0,13.33,13.33,0,6.67,13.33,6.67,0,0,0,26.67,0,13.33,0,6.67,90.5,9.5,6.26,3.25
70820,Santiago de Tolú,Sucre,21794,14499,7295,Opción Ciudadana,12023,115,1526,949,40,2141,2345,1044,190,3474,199,Voto en Blanco,116,2,3,18,3,7,,2,4,1,5,4,3,1,7,56,12139,2360,1470,890,66.53,33.47,82.92,0.96,12.69,7.89,0.33,17.81,19.5,8.68,1.58,28.89,1.66,0.8,1.72,2.59,15.52,2.59,6.03,0,1.72,3.45,0.86,4.31,3.45,2.59,0.86,6.03,48.28,83.72,16.28,10.14,6.14
70823,Tolú Viejo,Sucre,16832,11959,4873,Partido de la U,10783,73,2290,288,10,489,2979,1705,112,2763,74,MAIS,47,,2,2,1,4,,1,,,16,5,1,,2,13,10830,1129,723,406,71.05,28.95,90.17,0.68,21.24,2.67,0.09,4.53,27.63,15.81,1.04,25.62,0.69,0.39,0,4.26,4.26,2.13,8.51,0,2.13,0,0,34.04,10.64,2.13,0,4.26,27.66,90.56,9.44,6.05,3.39
73001,Ibagué,Tolima,368653,170763,197890,Centro Democrático,137989,5295,7570,40829,8184,16355,16722,21623,7256,1849,12306,Voto en Blanco,2764,33,66,166,16,145,41,18,18,18,176,47,126,15,50,1829,140753,30010,21284,8726,46.32,53.68,80.81,3.84,5.49,29.59,5.93,11.85,12.12,15.67,5.26,1.34,8.92,1.62,1.19,2.39,6.01,0.58,5.25,1.48,0.65,0.65,0.65,6.37,1.7,4.56,0.54,1.81,66.17,82.43,17.57,12.46,5.11
73024,Alpujarra,Tolima,3581,1995,1586,Partido Conservador,1799,12,239,394,3,765,232,91,17,19,27,Voto en Blanco,9,,,1,,,1,,,,,1,,,1,5,1808,187,70,117,55.71,44.29,90.18,0.67,13.29,21.9,0.17,42.52,12.9,5.06,0.94,1.06,1.5,0.45,0,0,11.11,0,0,11.11,0,0,0,0,11.11,0,0,11.11,55.56,90.63,9.37,3.51,5.86
73026,Alvarado,Tolima,8031,4190,3841,Partido Liberal,3634,60,73,310,125,145,780,1988,65,7,81,Voto en Blanco,22,,2,1,,,,,,,1,2,,,1,15,3656,534,212,322,52.17,47.83,86.73,1.65,2.01,8.53,3.44,3.99,21.46,54.71,1.79,0.19,2.23,0.53,0,9.09,4.55,0,0,0,0,0,0,4.55,9.09,0,0,4.55,68.18,87.26,12.74,5.06,7.68
73030,Ambalema,Tolima,6877,3220,3657,Cambio Radical,2741,50,950,277,5,106,613,538,76,21,105,ASI,59,2,1,34,,6,,1,,,1,1,,,1,12,2800,420,230,190,46.82,53.18,85.12,1.82,34.66,10.11,0.18,3.87,22.36,19.63,2.77,0.77,3.83,1.83,3.39,1.69,57.63,0,10.17,0,1.69,0,0,1.69,1.69,0,0,1.69,20.34,86.96,13.04,7.14,5.9
73043,Anzoátegui,Tolima,7092,3336,3756,Partido Conservador,2730,24,125,570,9,1096,334,160,307,36,69,Voto en Blanco,24,,2,3,1,,,,,,,,2,3,,13,2754,582,265,317,47.04,52.96,81.83,0.88,4.58,20.88,0.33,40.15,12.23,5.86,11.25,1.32,2.53,0.72,0,8.33,12.5,4.17,0,0,0,0,0,0,0,8.33,12.5,0,54.17,82.55,17.45,7.94,9.5
73055,Armero,Tolima,9945,4082,5863,Partido de la U,3259,126,375,651,62,114,866,838,86,28,113,Voto en Blanco,31,1,2,1,2,1,,,,1,,3,1,2,1,16,3290,792,458,334,41.05,58.95,79.84,3.87,11.51,19.98,1.9,3.5,26.57,25.71,2.64,0.86,3.47,0.76,3.23,6.45,3.23,6.45,3.23,0,0,0,3.23,0,9.68,3.23,6.45,3.23,51.61,80.6,19.4,11.22,8.18
73067,Ataco,Tolima,14534,6987,7547,Centro Democrático,5671,49,974,1521,13,1143,728,984,57,121,81,Voto en Blanco,50,,3,14,,1,,1,3,,1,2,6,,4,15,5721,1266,513,753,48.07,51.93,81.17,0.86,17.18,26.82,0.23,20.16,12.84,17.35,1.01,2.13,1.43,0.72,0,6,28,0,2,0,2,6,0,2,4,12,0,8,30,81.88,18.12,7.34,10.78
73124,Cajamarca,Tolima,15867,6599,9268,Centro Democrático,5311,128,97,1797,336,254,845,1077,380,85,312,Voto en Blanco,119,,6,16,1,6,1,2,2,2,2,1,2,1,4,73,5430,1169,589,580,41.59,58.41,80.48,2.41,1.83,33.84,6.33,4.78,15.91,20.28,7.15,1.6,5.87,1.8,0,5.04,13.45,0.84,5.04,0.84,1.68,1.68,1.68,1.68,0.84,1.68,0.84,3.36,61.34,82.29,17.71,8.93,8.79
73148,Carmen de Apicalá,Tolima,7862,3695,4167,Cambio Radical,3219,27,940,702,15,307,585,430,64,30,119,Voto en Blanco,35,1,,2,1,,,,,,1,3,1,1,3,22,3254,441,231,210,47,53,87.12,0.84,29.2,21.81,0.47,9.54,18.17,13.36,1.99,0.93,3.7,0.95,2.86,0,5.71,2.86,0,0,0,0,0,2.86,8.57,2.86,2.86,8.57,62.86,88.06,11.94,6.25,5.68
73152,Casabianca,Tolima,4762,2506,2256,Partido Conservador,1958,34,41,444,11,873,326,131,41,13,44,Empate,13,1,1,2,,2,,,,1,1,1,1,,1,2,1971,535,232,303,52.62,47.38,78.13,1.74,2.09,22.68,0.56,44.59,16.65,6.69,2.09,0.66,2.25,0.52,7.69,7.69,15.38,0,15.38,0,0,0,7.69,7.69,7.69,7.69,0,7.69,15.38,78.65,21.35,9.26,12.09
73168,Chaparral,Tolima,36075,13726,22349,Centro Democrático,10954,152,657,3483,425,672,1770,2890,355,92,458,MAIS,299,7,9,65,5,8,16,2,1,2,90,6,2,1,3,82,11253,2473,1126,1347,38.05,61.95,79.8,1.39,6,31.8,3.88,6.13,16.16,26.38,3.24,0.84,4.18,2.18,2.34,3.01,21.74,1.67,2.68,5.35,0.67,0.33,0.67,30.1,2.01,0.67,0.33,1,27.42,81.98,18.02,8.2,9.81
73200,Coello,Tolima,7558,3474,4084,Partido Conservador,2809,100,372,265,39,715,483,653,61,24,97,Voto en Blanco,24,,1,5,,3,,,,1,1,1,,,1,11,2833,641,270,371,45.96,54.04,80.86,3.56,13.24,9.43,1.39,25.45,17.19,23.25,2.17,0.85,3.45,0.69,0,4.17,20.83,0,12.5,0,0,0,4.17,4.17,4.17,0,0,4.17,45.83,81.55,18.45,7.77,10.68
73217,Coyaima,Tolima,16561,7125,9436,Partido Liberal,4168,189,248,583,70,371,1120,1302,168,44,73,MAIS,479,24,16,48,3,4,,,,2,274,29,10,2,16,51,4647,2478,924,1554,43.02,56.98,58.5,4.53,5.95,13.99,1.68,8.9,26.87,31.24,4.03,1.06,1.75,6.72,5.01,3.34,10.02,0.63,0.84,0,0,0,0.42,57.2,6.05,2.09,0.42,3.34,10.65,65.22,34.78,12.97,21.81
73226,Cunday,Tolima,7126,3439,3687,Centro Democrático,3045,60,186,759,24,340,640,366,26,594,50,ASI,14,,,6,,,,1,,,,1,1,,1,4,3059,380,123,257,48.26,51.74,88.54,1.97,6.11,24.93,0.79,11.17,21.02,12.02,0.85,19.51,1.64,0.41,0,0,42.86,0,0,0,7.14,0,0,0,7.14,7.14,0,7.14,28.57,88.95,11.05,3.58,7.47
73236,Dolores,Tolima,6427,2968,3459,Centro Democrático,2423,65,41,834,16,95,618,591,71,24,68,Voto en Blanco,51,9,2,10,,3,1,2,1,,,3,1,,5,14,2474,494,269,225,46.18,53.82,81.64,2.68,1.69,34.42,0.66,3.92,25.51,24.39,2.93,0.99,2.81,1.72,17.65,3.92,19.61,0,5.88,1.96,3.92,1.96,0,0,5.88,1.96,0,9.8,27.45,83.36,16.64,9.06,7.58
73268,Espinal,Tolima,55485,30458,25027,Cambio Radical,25986,483,9828,3542,518,5239,2058,2071,542,377,1328,Voto en Blanco,244,5,3,15,1,6,3,,1,,8,12,5,1,2,182,26230,4228,2603,1625,54.89,45.11,85.32,1.86,37.82,13.63,1.99,20.16,7.92,7.97,2.09,1.45,5.11,0.8,2.05,1.23,6.15,0.41,2.46,1.23,0,0.41,0,3.28,4.92,2.05,0.41,0.82,74.59,86.12,13.88,8.55,5.34
73270,Falan,Tolima,5672,2775,2897,Cambio Radical,2284,55,691,285,14,119,383,598,37,20,82,Voto en Blanco,35,1,3,9,,,,,,2,1,1,5,,,13,2319,456,199,257,48.92,51.08,82.31,2.41,30.25,12.48,0.61,5.21,16.77,26.18,1.62,0.88,3.59,1.26,2.86,8.57,25.71,0,0,0,0,0,5.71,2.86,2.86,14.29,0,0,37.14,83.57,16.43,7.17,9.26
73275,Flandes,Tolima,16511,7511,9000,Partido de la U,6089,109,845,1048,394,900,1253,987,176,84,293,Voto en Blanco,84,1,2,9,3,3,1,2,,,4,,2,,1,56,6173,1338,831,507,45.49,54.51,81.07,1.79,13.88,17.21,6.47,14.78,20.58,16.21,2.89,1.38,4.81,1.12,1.19,2.38,10.71,3.57,3.57,1.19,2.38,0,0,4.76,0,2.38,0,1.19,66.67,82.19,17.81,11.06,6.75
73283,Fresno,Tolima,25343,11455,13888,Partido Conservador,9255,73,188,2297,287,2736,2048,769,369,66,422,Voto en Blanco,155,1,2,9,1,8,1,1,3,4,4,6,11,2,2,100,9410,2045,788,1257,45.2,54.8,80.79,0.79,2.03,24.82,3.1,29.56,22.13,8.31,3.99,0.71,4.56,1.35,0.65,1.29,5.81,0.65,5.16,0.65,0.65,1.94,2.58,2.58,3.87,7.1,1.29,1.29,64.52,82.15,17.85,6.88,10.97
73319,Guamo,Tolima,25202,12499,12703,Partido Conservador,9851,253,1005,1985,283,4052,841,755,208,152,317,Voto en Blanco,138,2,12,10,4,11,,3,,1,8,8,2,1,7,69,9989,2510,1242,1268,49.6,50.4,78.81,2.57,10.2,20.15,2.87,41.13,8.54,7.66,2.11,1.54,3.22,1.1,1.45,8.7,7.25,2.9,7.97,0,2.17,0,0.72,5.8,5.8,1.45,0.72,5.07,50,79.92,20.08,9.94,10.14
73347,Herveo,Tolima,6039,2988,3051,Partido Conservador,2522,81,59,343,28,1397,205,283,58,12,56,Cabildo Resg. de Calderas,21,,4,3,,6,,,,1,1,,,,1,5,2543,445,163,282,49.48,50.52,84.4,3.21,2.34,13.6,1.11,55.39,8.13,11.22,2.3,0.48,2.22,0.7,0,19.05,14.29,0,28.57,0,0,0,4.76,4.76,0,0,0,4.76,23.81,85.11,14.89,5.46,9.44
73349,Honda,Tolima,22524,10263,12261,Centro Democrático,8359,391,1538,1776,421,615,1403,1462,231,34,488,Voto en Blanco,123,3,3,10,,4,,,,,3,1,2,1,2,94,8482,1781,1098,683,45.56,54.44,81.45,4.68,18.4,21.25,5.04,7.36,16.78,17.49,2.76,0.41,5.84,1.2,2.44,2.44,8.13,0,3.25,0,0,0,0,2.44,0.81,1.63,0.81,1.63,76.42,82.65,17.35,10.7,6.65
73352,Icononzo,Tolima,8142,3742,4400,Partido de la U,3143,68,230,633,21,93,1191,673,79,38,117,Voto en Blanco,45,1,1,2,,2,,,2,1,3,6,1,,,26,3188,554,246,308,45.96,54.04,83.99,2.16,7.32,20.14,0.67,2.96,37.89,21.41,2.51,1.21,3.72,1.2,2.22,2.22,4.44,0,4.44,0,0,4.44,2.22,6.67,13.33,2.22,0,0,57.78,85.2,14.8,6.57,8.23
73408,Lérida,Tolima,14573,6763,7810,Partido Liberal,5703,120,928,781,89,881,820,1368,425,79,212,Voto en Blanco,94,2,,5,17,1,,1,1,2,6,1,2,4,2,50,5797,966,645,321,46.41,53.59,84.33,2.1,16.27,13.69,1.56,15.45,14.38,23.99,7.45,1.39,3.72,1.39,2.13,0,5.32,18.09,1.06,0,1.06,1.06,2.13,6.38,1.06,2.13,4.26,2.13,53.19,85.72,14.28,9.54,4.75
73411,Líbano,Tolima,32309,13512,18797,Centro Democrático,10457,342,564,3000,372,1346,731,2431,1054,102,515,Voto en Blanco,164,,3,11,2,6,,1,1,,4,11,21,,4,100,10621,2891,1536,1355,41.82,58.18,77.39,3.27,5.39,28.69,3.56,12.87,6.99,23.25,10.08,0.98,4.92,1.21,0,1.83,6.71,1.22,3.66,0,0.61,0.61,0,2.44,6.71,12.8,0,2.44,60.98,78.6,21.4,11.37,10.03
73443,Mariquita,Tolima,27130,12774,14356,Centro Democrático,10406,261,1870,2400,563,443,2247,1605,255,108,654,Voto en Blanco,179,3,5,14,3,6,1,5,,1,10,3,4,1,5,118,10585,2189,1174,1015,47.08,52.92,81.46,2.51,17.97,23.06,5.41,4.26,21.59,15.42,2.45,1.04,6.28,1.4,1.68,2.79,7.82,1.68,3.35,0.56,2.79,0,0.56,5.59,1.68,2.23,0.56,2.79,65.92,82.86,17.14,9.19,7.95
73449,Melgar,Tolima,24958,11049,13909,Centro Democrático,9529,91,982,2373,239,2290,2161,753,132,153,355,Voto en Blanco,114,1,,5,1,4,1,1,2,2,7,3,6,1,5,75,9643,1406,902,504,44.27,55.73,86.24,0.95,10.31,24.9,2.51,24.03,22.68,7.9,1.39,1.61,3.73,1.03,0.88,0,4.39,0.88,3.51,0.88,0.88,1.75,1.75,6.14,2.63,5.26,0.88,4.39,65.79,87.27,12.73,8.16,4.56
73461,Murillo,Tolima,3654,1388,2266,Partido Conservador,1093,27,27,336,9,342,36,208,52,10,46,Voto en Blanco,19,,,2,,,,1,,1,2,,1,,1,11,1112,276,119,157,37.99,62.01,78.75,2.47,2.47,30.74,0.82,31.29,3.29,19.03,4.76,0.91,4.21,1.37,0,0,10.53,0,0,0,5.26,0,5.26,10.53,0,5.26,0,5.26,57.89,80.12,19.88,8.57,11.31
73483,Natagaima,Tolima,15236,7001,8235,Partido Liberal,5272,205,465,486,69,966,653,2156,110,30,132,ASI,669,5,22,407,,4,1,1,1,1,178,18,5,1,5,20,5941,1060,526,534,45.95,54.05,75.3,3.89,8.82,9.22,1.31,18.32,12.39,40.9,2.09,0.57,2.5,9.56,0.75,3.29,60.84,0,0.6,0.15,0.15,0.15,0.15,26.61,2.69,0.75,0.15,0.75,2.99,84.86,15.14,7.51,7.63
73504,Ortega,Tolima,23427,11398,12029,Partido Conservador,8472,239,427,1110,65,3800,576,1829,204,46,176,MAIS,717,6,15,84,5,8,1,1,3,3,487,12,12,3,8,69,9189,2209,989,1220,48.65,51.35,74.33,2.82,5.04,13.1,0.77,44.85,6.8,21.59,2.41,0.54,2.08,6.29,0.84,2.09,11.72,0.7,1.12,0.14,0.14,0.42,0.42,67.92,1.67,1.67,0.42,1.12,9.62,80.62,19.38,8.68,10.7
73520,Palocabildo,Tolima,6961,2950,4011,Partido de la U,2266,16,140,498,121,124,835,286,115,13,118,Voto en Blanco,25,2,1,3,,,,,3,1,,3,,,1,11,2291,659,177,482,42.38,57.62,76.81,0.71,6.18,21.98,5.34,5.47,36.85,12.62,5.08,0.57,5.21,0.85,8,4,12,0,0,0,0,12,4,0,12,0,0,4,44,77.66,22.34,6,16.34
